Protein,MW,Length
PN96_RS03105,67.67095073999995,616
PN96_RS03110,73.8438103399999,670
PN96_RS03115,19.892082240000008,182
PN96_RS03120,73.04088304000004,654
PN96_RS03125,24.967137340000004,229
PN96_RS03130,34.228983939999985,305
PN96_RS03135,26.70497514,241
PN96_RS03140,34.667455540000006,314
PN96_RS03145,29.845217839999997,268
PN96_RS03150,46.44240973999996,425
PN96_RS03155,17.81447924000001,157
PN96_RS03160,28.108724540000022,254
PN96_RS03165,34.14493203999998,322
PN96_RS03170,34.99477924000001,333
PN96_RS03175,79.10097004000009,708
PN96_RS03180,32.56487524,294
PN96_RS03190,69.18748453999997,602
PN96_RS03195,8.14741284,75
PN96_RS03200,37.69823853999997,332
PN96_RS03205,48.20101223999992,430
PN96_RS03210,43.64113563999993,387
PN96_RS03215,50.90718783999992,477
PN96_RS03220,40.27131933999997,371
PN96_RS03225,32.358304540000006,290
PN96_RS03230,22.652048040000004,212
PN96_RS03235,97.1640920400003,900
PN96_RS03240,24.98611784000001,227
PN96_RS03245,18.833040740000015,167
PN96_RS03250,21.525053340000003,194
PN96_RS03255,12.350250840000001,111
PN96_RS03260,24.112672140000004,209
PN96_RS03265,46.03197303999995,441
PN96_RS03270,23.93832344,216
PN96_RS03275,33.30076034000001,293
PN96_RS03280,16.595131340000016,144
PN96_RS03285,15.119042340000016,138
PN96_RS03290,24.100882440000017,213
PN96_RS03295,24.635356740000006,230
PN96_RS03300,22.77887574000001,210
PN96_RS03305,37.579443339999955,348
PN96_RS03310,96.83674914000044,906
PN96_RS03315,20.895209140000016,198
PN96_RS03320,20.80018154000001,192
PN96_RS03330,76.94444253999995,676
PN96_RS03335,50.37840493999989,453
PN96_RS03340,12.686385040000003,114
PN96_RS03345,32.47408574000001,298
PN96_RS03350,37.292651740000004,329
PN96_RS03355,18.736144440000015,170
PN96_RS03360,17.14585534000001,159
PN96_RS03365,9.182497440000006,85
PN96_RS03370,17.111244540000012,151
PN96_RS03375,62.77059013999988,563
PN96_RS03380,33.42380674000003,306
PN96_RS03385,33.36663534,300
PN96_RS03390,35.978870339999986,323
PN96_RS03395,36.43744834,330
PN96_RS03400,36.53388773999998,316
PN96_RS03405,45.61865913999993,424
PN96_RS03410,76.73583254000002,714
PN96_RS03415,42.887960339999964,398
PN96_RS03420,17.176255740000013,150
PN96_RS03425,32.922587940000014,321
PN96_RS03430,32.17926734,311
PN96_RS03435,28.678121240000007,264
PN96_RS03440,70.2382422399999,608
PN96_RS03445,55.154509639999894,487
PN96_RS03450,36.54401603999999,322
PN96_RS03455,22.437640639999998,202
PN96_RS03460,20.30227814000001,178
PN96_RS03465,57.392105139999856,528
PN96_RS03470,32.13974674000001,279
PN96_RS03475,31.215913740000026,268
PN96_RS03480,78.26678034000003,691
PN96_RS03485,38.79132514,358
PN96_RS03490,24.240860240000018,213
PN96_RS03495,74.93286554000001,691
PN96_RS03500,22.24330474000001,201
PN96_RS03505,16.39179874000001,149
PN96_RS03510,55.2825754399999,519
PN96_RS03515,114.57707754,1027
PN96_RS03520,36.055824339999994,314
PN96_RS03525,21.533753640000008,193
PN96_RS03530,19.917517240000002,174
PN96_RS03535,6.298174940000001,56
PN96_RS03540,36.526194239999974,341
PN96_RS03545,33.78449803999999,316
PN96_RS03550,32.335077739999996,307
PN96_RS03555,25.592282539999992,244
PN96_RS03560,8.531373739999998,77
PN96_RS03565,43.414340339999896,416
PN96_RS03570,29.833928140000022,271
PN96_RS03575,38.22195173999997,338
PN96_RS03580,23.510706640000013,210
PN96_RS03585,35.87076273999998,320
PN96_RS03590,28.345236040000007,255
PN96_RS03595,57.07069413999981,538
PN96_RS03600,17.105229540000014,152
PN96_RS03605,49.387708739999916,476
PN96_RS03610,14.781829040000014,136
PN96_RS23825,3.26507324,31
PN96_RS03615,53.37807033999981,488
PN96_RS03620,21.32684264,196
PN96_RS23830,3.1307765400000003,30
PN96_RS03625,43.54908063999998,385
PN96_RS03630,51.64815264,480
PN96_RS03635,44.58207203999993,405
PN96_RS03640,116.6209376400004,1024
PN96_RS03645,53.303693539999976,467
PN96_RS03650,25.550577040000018,230
PN96_RS03655,27.050950239999995,248
PN96_RS03660,38.89703193999995,353
PN96_RS03665,24.628161940000002,226
PN96_RS03670,60.9577112399999,556
PN96_RS03675,10.562000740000007,93
PN96_RS03680,10.744959139999999,97
PN96_RS03685,44.746253939999974,391
PN96_RS03690,25.201050839999997,233
PN96_RS03695,70.32913913999987,612
PN96_RS03700,8.99221724,79
PN96_RS03705,37.522193439999974,334
PN96_RS03710,27.347149340000005,249
PN96_RS03715,24.916719840000017,222
PN96_RS03720,65.47733943999978,574
PN96_RS03725,21.029940240000002,189
PN96_RS03730,61.52728073999984,548
PN96_RS03735,49.24670533999994,439
PN96_RS03740,38.66040873999994,350
PN96_RS03745,20.57023094,187
PN96_RS03750,113.54423974000046,1030
PN96_RS03755,41.86643203999996,376
PN96_RS03760,27.807711840000007,255
PN96_RS03765,68.41836643999987,611
PN96_RS03770,22.142421940000006,202
PN96_RS03775,33.244412639999986,293
PN96_RS03780,96.03658734000024,857
PN96_RS03785,127.43248794000053,1115
PN96_RS03790,36.665092840000014,314
PN96_RS03795,54.367895639999844,485
PN96_RS03800,58.17928483999993,518
PN96_RS03805,31.07027154000001,278
PN96_RS03810,32.67888384,301
PN96_RS24370,14.48730294000002,129
PN96_RS03820,76.48506963999996,702
PN96_RS03825,19.525625340000012,171
PN96_RS03830,19.29190813999999,177
PN96_RS03835,38.196944239999944,341
PN96_RS03840,39.34976083999998,354
PN96_RS03845,32.02280184,286
PN96_RS03850,19.897197040000005,180
PN96_RS03855,34.209839140000014,298
PN96_RS03860,48.00772314000001,426
PN96_RS03865,25.59541804000001,225
PN96_RS03870,87.35230034000003,778
PN96_RS03875,76.53970924000005,675
PN96_RS03880,25.294554640000012,228
PN96_RS03885,7.569520140000002,66
PN96_RS03890,33.97826353999999,303
PN96_RS03895,84.42697554000019,760
PN96_RS03900,14.246813840000014,128
PN96_RS03905,11.018442740000005,98
PN96_RS03910,14.131379340000011,131
PN96_RS03915,21.294444640000012,187
PN96_RS03920,9.143367740000004,80
PN96_RS03925,95.54124764000025,845
PN96_RS03935,44.22954393999993,422
PN96_RS03940,56.21958783999983,513
PN96_RS03945,25.77004814000001,230
PN96_RS03950,28.612536139999996,268
PN96_RS03955,42.98386143999995,396
PN96_RS03960,52.36523033999993,479
PN96_RS03965,35.37642094,332
PN96_RS03970,21.104997740000012,196
PN96_RS03975,57.601844839999984,520
PN96_RS03980,4.876587440000001,41
PN96_RS03985,32.55496333999998,289
PN96_RS03990,22.88006554,206
PN96_RS03995,25.331245140000004,236
PN96_RS04000,36.12524123999999,312
PN96_RS04005,12.253655340000005,106
PN96_RS04010,20.64221274,188
PN96_RS04015,28.86830964000001,255
PN96_RS04020,90.37267014000012,787
PN96_RS04025,23.779348340000023,214
PN96_RS04030,69.3466160399999,610
PN96_RS04035,21.241312940000007,185
PN96_RS04065,104.38129904000041,958
PN96_RS04070,46.3886851399999,417
PN96_RS04075,42.06458723999996,377
PN96_RS04080,18.464990040000007,170
PN96_RS04085,33.665495839999956,300
PN96_RS04090,45.37688243999996,410
PN96_RS04095,23.834326040000004,207
PN96_RS04100,40.07487723999996,354
PN96_RS04105,36.49853644,330
PN96_RS04110,10.238748040000006,93
PN96_RS04115,43.642264439999984,377
PN96_RS04120,85.55203584000013,760
PN96_RS04130,26.141094640000016,235
PN96_RS04135,96.57573604000027,874
PN96_RS23835,6.859886839999998,58
PN96_RS04140,24.186438240000015,215
PN96_RS04145,45.67367483999996,420
PN96_RS04150,50.99928753999993,466
PN96_RS04155,38.55021753999995,345
PN96_RS04160,39.37357153999995,360
PN96_RS04165,58.950898739999865,513
PN96_RS04170,20.257961740000002,182
PN96_RS04175,23.819095340000004,218
PN96_RS04180,25.87820234,226
PN96_RS04185,14.126727940000004,133
PN96_RS04190,40.96191273999998,362
PN96_RS04195,20.40914794000001,179
PN96_RS04200,45.64805823999988,428
PN96_RS04205,50.62205083999993,451
PN96_RS04210,23.683464740000026,212
PN96_RS04215,18.53332274000001,162
PN96_RS04220,56.23128823999989,523
PN96_RS04225,67.96310384000012,627
PN96_RS04230,27.582626140000006,239
PN96_RS04235,71.60117293999997,629
PN96_RS04240,24.005648840000006,213
PN96_RS04245,43.205049839999965,396
PN96_RS04255,9.77877234,86
PN96_RS04260,52.40259993999989,465
PN96_RS04265,8.103650739999999,72
PN96_RS04270,52.66344403999993,466
PN96_RS04275,13.87995264000001,120
PN96_RS04280,49.133076539999976,453
PN96_RS04285,45.02928173999994,417
PN96_RS04290,22.895529540000027,199
PN96_RS04295,50.519943939999955,453
PN96_RS04300,54.6584950399999,505
PN96_RS04305,6.969425739999998,61
PN96_RS04310,51.77849094,458
PN96_RS04315,37.62647683999994,346
PN96_RS04320,57.710104339999894,514
PN96_RS04325,22.337526240000006,194
PN96_RS04330,22.319593340000004,195
PN96_RS04335,18.90721814000001,157
PN96_RS24220,2.7190898399999996,25
PN96_RS23845,8.980121040000004,79
PN96_RS04340,47.06226883999997,411
PN96_RS04345,8.83307724,76
PN96_RS04350,7.883894839999998,71
PN96_RS04355,9.463264540000003,85
PN96_RS04360,8.084072540000001,70
PN96_RS04365,14.117303340000012,125
PN96_RS04370,31.247171740000002,272
PN96_RS04375,14.183982040000007,130
PN96_RS04380,14.475519340000004,129
PN96_RS04385,9.40902014,81
PN96_RS04390,32.21412794000002,287
PN96_RS04395,29.57050274,266
PN96_RS04400,7.810097939999998,70
PN96_RS04405,18.65531974,169
PN96_RS04410,7.20832624,63
PN96_RS23850,6.337378340000002,57
PN96_RS04420,7.564566139999999,71
PN96_RS04425,38.098633940000006,339
PN96_RS04435,7.25250254,64
PN96_RS04440,11.644241140000007,102
PN96_RS04445,11.373513140000002,101
PN96_RS04450,36.49980543999999,323
PN96_RS04455,23.915751340000018,210
PN96_RS04460,13.463215440000017,125
PN96_RS04465,14.106222140000016,124
PN96_RS04470,25.389168240000025,229
PN96_RS04475,9.578978339999999,88
PN96_RS04480,18.579429640000004,164
PN96_RS04485,6.449600739999998,59
PN96_RS04490,27.92302314000001,244
PN96_RS04495,20.442198040000008,180
PN96_RS04500,72.5156148399999,631
PN96_RS04510,54.218130039999906,480
PN96_RS04515,65.38529803999988,607
PN96_RS24150,6.169191540000001,58
PN96_RS04520,10.231575040000003,99
PN96_RS24225,10.320251440000002,89
PN96_RS04530,18.76103644000001,174
PN96_RS04535,16.336197240000015,141
PN96_RS04540,10.159577540000003,89
PN96_RS04545,9.12285964,89
PN96_RS04550,83.59049394000027,770
PN96_RS04555,22.019161240000013,202
PN96_RS04560,20.43507244,183
PN96_RS04565,180.92688914000027,1662
PN96_RS04570,59.40739543999993,564
PN96_RS04575,23.489174940000012,210
PN96_RS04580,37.141928039999996,320
PN96_RS04590,18.524010040000018,158
PN96_RS04600,22.447046640000003,200
PN96_RS24230,9.675320740000005,83
PN96_RS04620,42.82236243999996,370
PN96_RS04630,15.079074040000014,134
PN96_RS04635,17.981934340000016,155
PN96_RS04640,14.652622540000015,135
PN96_RS04645,12.405095740000007,111
PN96_RS04660,108.27222454000042,990
PN96_RS04665,19.88050944,173
PN96_RS04670,12.011580640000004,98
PN96_RS04675,23.999047440000002,212
PN96_RS04680,45.14045533999991,400
PN96_RS04685,40.207940940000015,363
PN96_RS04690,53.8241730399999,476
PN96_RS04695,41.417740639999984,371
PN96_RS04700,25.754521339999997,237
PN96_RS04705,49.989581639999905,461
PN96_RS04710,53.335760739999905,475
PN96_RS04715,43.749327840000014,393
PN96_RS04720,44.85506503999993,401
PN96_RS04725,39.261829040000016,351
PN96_RS04730,54.678612139999885,486
PN96_RS04735,85.25412524000009,770
PN96_RS04740,29.633529539999998,266
PN96_RS04745,25.396144240000012,231
PN96_RS04750,76.33983234000006,697
PN96_RS04755,30.92395584000002,276
PN96_RS04760,12.101702540000007,106
PN96_RS04765,31.556740240000014,283
PN96_RS04770,32.62292904000002,295
PN96_RS04775,24.723442040000016,216
PN96_RS04780,30.83571474,280
PN96_RS04785,26.620154040000017,246
PN96_RS04790,70.4131460399999,635
PN96_RS04795,70.79430133999992,643
PN96_RS04800,97.17899324000025,898
PN96_RS04805,70.2250954399999,635
PN96_RS04810,34.54838463999998,312
PN96_RS04815,37.53918053999998,338
PN96_RS04820,34.77931883999999,301
PN96_RS04825,54.183033939999866,491
PN96_RS04830,37.86998043999996,340
PN96_RS04835,30.585960039999996,274
PN96_RS04840,16.625078140000017,151
PN96_RS04845,48.40221403999992,459
PN96_RS04850,41.35438773999994,389
PN96_RS24155,6.197134739999997,54
PN96_RS24160,6.240217439999998,54
PN96_RS04855,8.22045144,72
PN96_RS04860,54.27688703999987,504
PN96_RS04870,17.38271734000002,159
PN96_RS04875,45.20332173999997,397
PN96_RS04880,24.87776084000002,220
PN96_RS04885,98.1641119400004,888
PN96_RS04895,20.47484324000001,179
PN96_RS04900,13.603446540000006,126
PN96_RS04905,8.92019374,79
PN96_RS04910,11.096714840000006,96
PN96_RS04915,20.55836304000002,184
PN96_RS04920,15.61282934000002,150
PN96_RS04925,21.27110814000001,192
PN96_RS04930,25.138757240000032,231
PN96_RS04935,17.10804604,153
PN96_RS04940,16.30155224000001,145
PN96_RS04945,19.621077640000003,172
PN96_RS04950,20.582275940000006,179
PN96_RS04955,13.313081340000013,116
PN96_RS04960,16.103260040000013,138
PN96_RS04965,23.080401340000005,205
PN96_RS04970,13.44718284000001,120
PN96_RS04975,16.372411640000003,141
PN96_RS04980,11.196972440000003,104
PN96_RS04985,25.74117394000002,238
PN96_RS04990,24.35159524000001,216
PN96_RS04995,11.975749440000007,109
PN96_RS05000,14.513548940000005,137
PN96_RS05005,34.36355444000001,302
PN96_RS05010,36.87570873999998,340
PN96_RS05015,42.10058523999993,382
PN96_RS05020,40.34630683999994,361
PN96_RS05025,27.467524840000003,244
PN96_RS05030,32.679328639999994,309
PN96_RS05035,7.740674839999998,66
PN96_RS05040,62.2675999399999,571
PN96_RS05050,20.831821339999998,184
PN96_RS05055,52.65015443999992,491
PN96_RS05060,49.707386139999976,447
PN96_RS05065,27.75336504000001,248
PN96_RS05070,20.53910744000002,185
PN96_RS05075,53.765708339999875,494
PN96_RS05080,46.48104813999995,425
PN96_RS05085,32.10628053999998,288
PN96_RS05090,40.06803543999996,360
PN96_RS05095,51.33274863999988,475
PN96_RS05100,45.19514773999987,423
PN96_RS05105,31.620564840000014,288
PN96_RS05110,18.29346814000002,160
PN96_RS05115,13.400408940000009,118
PN96_RS05120,16.731144240000027,144
PN96_RS05125,13.070527940000007,108
PN96_RS05130,41.230113739999965,363
PN96_RS05135,17.95954244000001,158
PN96_RS05140,119.00098084000045,1054
PN96_RS05145,27.51060464,240
PN96_RS05150,36.324065739999995,313
PN96_RS05155,13.713643640000013,118
PN96_RS05160,36.202155939999976,316
PN96_RS05165,7.628205640000002,66
PN96_RS05170,32.006537540000004,288
PN96_RS05175,75.33180353999995,683
PN96_RS05180,34.994765139999984,320
PN96_RS05185,55.79271753999992,493
PN96_RS05190,22.777741140000007,211
PN96_RS05195,37.03928604,333
PN96_RS05200,28.205673540000017,253
PN96_RS05205,39.96972153999997,337
PN96_RS05210,48.1670126399999,457
PN96_RS05215,24.799027739999996,219
PN96_RS05220,36.54736093999999,323
PN96_RS05225,94.38955064000022,881
PN96_RS23855,5.957391840000001,52
PN96_RS05230,27.730469640000017,244
PN96_RS05235,14.121235140000003,127
PN96_RS05240,73.27927783999995,646
PN96_RS05245,53.36293773999994,470
PN96_RS05250,24.19388224000001,218
PN96_RS05255,22.963026039999992,211
PN96_RS05260,28.751840440000013,264
PN96_RS05265,25.444925740000013,227
PN96_RS05270,54.527648839999856,511
PN96_RS05275,23.19368984000001,203
PN96_RS05280,36.82069573999998,335
PN96_RS05285,39.09604183999993,359
PN96_RS05290,43.48856753999996,395
PN96_RS05295,20.33820114000001,177
PN96_RS05300,45.967149539999966,421
PN96_RS05305,14.760748340000015,128
PN96_RS05310,52.4057426399999,474
PN96_RS05315,42.69613683999996,383
PN96_RS05320,42.82800294000002,388
PN96_RS05325,36.12399113999998,326
PN96_RS05330,51.97988173999999,471
PN96_RS05335,8.640896839999998,75
PN96_RS05340,60.290053939999865,539
PN96_RS05345,25.484392739999993,228
PN96_RS05350,79.21619774000017,711
PN96_RS05355,35.431794339999996,306
PN96_RS05360,57.462943139999894,500
PN96_RS05365,26.107338539999997,239
PN96_RS05370,52.48050583999994,482
PN96_RS05375,7.537119339999999,67
PN96_RS24165,5.12283154,45
PN96_RS05380,65.18960843999986,585
PN96_RS05385,55.548079639999884,506
PN96_RS05390,34.91541623999996,323
PN96_RS05395,26.82284864000002,256
PN96_RS05400,53.49475313999977,508
PN96_RS05405,18.35390994000002,164
PN96_RS05410,34.85448383999997,323
PN96_RS05415,14.861720140000012,132
PN96_RS05420,27.588466540000024,239
PN96_RS05425,32.55622593999999,298
PN96_RS05430,42.60240663999998,380
PN96_RS05435,94.79834074000017,863
PN96_RS05440,42.27779733999998,398
PN96_RS05445,69.48434483999984,625
PN96_RS05450,18.028695540000015,158
PN96_RS05455,53.79044053999982,483
PN96_RS05460,79.09321974000017,718
PN96_RS05465,36.03752524,318
PN96_RS05470,41.19843384,376
PN96_RS05475,73.19291003999994,645
PN96_RS05480,14.164927140000014,118
PN96_RS05490,18.532399940000012,161
PN96_RS05495,17.532709840000017,158
PN96_RS05500,20.553465440000018,186
PN96_RS05505,17.837348640000013,160
PN96_RS05510,29.51073194,269
PN96_RS05515,23.963443540000025,216
PN96_RS05520,25.355816040000008,231
PN96_RS05525,74.00770173999997,653
PN96_RS05530,13.500868240000004,117
PN96_RS05535,22.728949940000014,206
PN96_RS05540,48.91073223999993,438
PN96_RS05545,337.2814051400015,3284
PN96_RS05550,44.51592873999996,397
PN96_RS05555,10.04239244,90
PN96_RS05560,12.400286840000007,109
PN96_RS05565,14.546612040000005,124
PN96_RS05570,23.759318240000024,220
PN96_RS05575,28.46387484,249
PN96_RS05580,40.85643963999994,365
PN96_RS05585,43.28914063999994,401
PN96_RS24300,4.787577139999999,42
PN96_RS05590,36.78947233999998,342
PN96_RS05600,34.47882793999999,306
PN96_RS05605,18.191653840000008,160
PN96_RS05610,38.62306423999999,350
PN96_RS05615,18.474727240000014,165
PN96_RS05620,52.67615933999988,450
PN96_RS05625,30.834712239999998,277
PN96_RS05630,53.323724539999866,478
PN96_RS05635,95.87005134000027,882
PN96_RS05640,46.90370583999995,415
PN96_RS05645,66.90275413999986,598
PN96_RS05650,17.072337640000015,157
PN96_RS05655,23.10251924000001,208
PN96_RS05660,75.67214403999994,668
PN96_RS05665,25.159962040000018,221
PN96_RS05670,98.40274034000028,868
PN96_RS05675,8.47576614,72
PN96_RS05680,183.90353924000178,1613
PN96_RS05685,36.937464539999986,336
PN96_RS05690,20.630565539999996,180
PN96_RS05695,79.80311003999992,707
PN96_RS05700,9.183225240000006,80
PN96_RS05705,72.40796353999981,639
PN96_RS05710,61.70537783999994,573
PN96_RS05715,6.707445340000002,57
PN96_RS05720,19.045116840000016,172
PN96_RS05725,60.559562939999886,546
PN96_RS05730,17.415726240000005,149
PN96_RS05735,11.829999140000005,103
PN96_RS05740,12.324381240000013,106
PN96_RS05745,21.73326314000001,189
PN96_RS05755,18.563397740000006,158
PN96_RS05760,17.92219774000001,156
PN96_RS05765,14.074143840000016,125
PN96_RS05770,15.04667614000002,135
PN96_RS05775,31.96314834000002,274
PN96_RS05780,16.26066624000002,145
PN96_RS05800,64.83442523999987,576
PN96_RS05805,43.51794053999992,393
PN96_RS05810,13.332571840000009,118
PN96_RS05815,53.46484093999988,475
PN96_RS05820,23.568678740000003,206
PN96_RS05825,6.626553639999999,57
PN96_RS05830,35.44704453999996,324
PN96_RS05835,18.074907540000012,158
PN96_RS05840,85.62059274000019,787
PN96_RS05845,6.189148740000001,54
PN96_RS05850,23.707301140000006,225
PN96_RS05855,27.792974940000008,248
PN96_RS05860,35.30933403999999,315
PN96_RS05865,33.99406794,297
PN96_RS05870,24.29204554,219
PN96_RS05875,29.346877339999995,266
PN96_RS05880,44.076285739999975,391
PN96_RS05885,32.02394344,286
PN96_RS05890,27.97371254000002,256
PN96_RS05895,38.28125613999995,343
PN96_RS05900,39.097260639999945,345
PN96_RS05905,26.916309539999993,240
PN96_RS24170,6.212018139999999,58
PN96_RS05910,42.6237258399999,406
PN96_RS05915,51.83150393999982,472
PN96_RS05920,33.41707554000003,293
PN96_RS05925,21.892804440000017,204
PN96_RS05930,15.677390940000018,138
PN96_RS05935,39.30304313999997,350
PN96_RS05940,21.930907940000004,202
PN96_RS05945,106.63925734000043,951
PN96_RS05950,7.30816434,66
PN96_RS05955,23.717853140000013,208
PN96_RS05960,60.109771739999935,553
PN96_RS05965,22.501168940000007,204
PN96_RS05970,17.619952740000006,155
PN96_RS05975,30.626107240000007,276
PN96_RS05980,59.89886943999988,530
PN96_RS05985,77.27556363999997,680
PN96_RS05990,54.43584873999988,483
PN96_RS05995,30.139146939999996,272
PN96_RS06000,25.193195040000003,232
PN96_RS06005,26.683882440000016,239
PN96_RS06010,22.01602724000001,195
PN96_RS06015,64.90601783999988,592
PN96_RS06020,10.277663840000006,88
PN96_RS06025,17.17644114000001,161
PN96_RS06030,32.46809823999999,302
PN96_RS06035,29.234302140000004,249
PN96_RS06040,31.22404774000001,272
PN96_RS06045,14.717512140000022,126
PN96_RS06055,73.43131873999995,668
PN96_RS06060,18.402149040000012,163
PN96_RS06065,12.698374640000008,114
PN96_RS06070,36.81828244000003,320
PN96_RS06075,36.28406903999998,324
PN96_RS06080,33.36082603999999,288
PN96_RS06085,7.366133139999997,64
PN96_RS06090,22.27548524000002,203
PN96_RS06095,49.37614093999991,456
PN96_RS06100,38.625137039999984,335
PN96_RS06105,31.95356973999998,280
PN96_RS06110,15.27263434000001,129
PN96_RS06115,57.40125623999983,527
PN96_RS06120,17.984989540000008,171
PN96_RS06125,16.963916640000008,159
PN96_RS06130,151.61087644000114,1323
PN96_RS06135,20.935898740000013,194
PN96_RS06140,11.411555640000003,101
PN96_RS06145,12.84327934,114
PN96_RS06150,74.40071193999997,646
PN96_RS06155,16.45267194000001,146
PN96_RS06160,20.12212574000001,176
PN96_RS06165,23.11354284,210
PN96_RS06170,71.17586974,654
PN96_RS06175,105.07815464000021,940
PN96_RS06180,7.1249568399999985,64
PN96_RS06185,25.979772440000005,228
PN96_RS06190,65.33689653999986,580
PN96_RS06195,65.84956483999986,592
PN96_RS06200,21.836366339999998,182
PN96_RS06205,8.584508540000003,72
PN96_RS06210,42.58557943999996,371
PN96_RS06215,42.00384853999995,401
PN96_RS06220,23.433414840000005,200
PN96_RS06225,35.34174584,312
PN96_RS06230,17.892286040000016,157
PN96_RS06235,49.563456839999866,445
PN96_RS06240,50.88552803999987,472
PN96_RS06245,18.027273240000017,176
PN96_RS06250,23.24663834,213
PN96_RS06255,24.604239340000003,220
PN96_RS06260,18.45350914000002,162
PN96_RS06265,61.078414139999914,568
PN96_RS06270,11.357939540000011,101
PN96_RS06275,10.969641740000013,100
PN96_RS06280,32.11759804000001,285
PN96_RS06285,25.747298440000016,231
PN96_RS06290,28.502916040000017,259
PN96_RS06295,39.681914139999925,361
PN96_RS06300,60.3633358399998,554
PN96_RS06305,46.42154423999993,424
PN96_RS06310,122.86395714000051,1103
PN96_RS06315,33.26901254000001,300
PN96_RS06320,22.461202240000006,202
PN96_RS06325,9.456839340000002,83
PN96_RS06330,30.86005034000002,272
PN96_RS06335,48.60538363999991,452
PN96_RS06340,36.717514439999945,337
PN96_RS06345,32.982965939999985,311
PN96_RS06350,28.583377339999977,266
PN96_RS06355,31.90428184000001,287
PN96_RS06360,36.17908923999999,329
PN96_RS06365,62.83800553999987,561
PN96_RS06370,18.79460594000002,175
PN96_RS06375,20.62478474000002,194
PN96_RS06380,32.57459104000001,289
PN96_RS06385,45.297023139999986,417
PN96_RS06390,44.863542539999905,409
PN96_RS06395,56.71294073999999,521
PN96_RS06400,42.24332973999999,393
PN96_RS06405,52.46594233999985,479
PN96_RS06410,25.413840340000014,223
PN96_RS06415,25.73550014000001,243
PN96_RS06420,35.608615839999985,309
PN96_RS06425,13.404187940000014,119
PN96_RS06430,8.588745440000002,76
PN96_RS06435,21.45143014000002,194
PN96_RS06440,30.816066040000027,268
PN96_RS06445,56.863568839999886,517
PN96_RS06450,17.395660440000015,159
PN96_RS06455,16.55569204000001,147
PN96_RS06460,7.89890404,68
PN96_RS06465,24.51383384000001,221
PN96_RS06470,64.09997533999989,597
PN96_RS06475,9.563305740000008,99
PN96_RS06480,16.775110940000012,149
PN96_RS06485,153.48834324000083,1344
PN96_RS06490,31.37917314000001,275
PN96_RS06495,91.1507116400001,789
PN96_RS06500,144.38475084000078,1267
PN96_RS06505,100.3702801400005,917
PN96_RS06510,16.653859740000016,141
PN96_RS24245,57.40628953999988,525
PN96_RS06520,51.920754439999925,460
PN96_RS06525,33.01845124,297
PN96_RS06530,50.99385503999993,452
PN96_RS06535,20.38105464000002,172
PN96_RS06540,11.29472144,105
PN96_RS06545,28.33645944,270
PN96_RS06550,44.68377723999996,401
PN96_RS06555,35.24291483999998,318
PN96_RS06560,59.14552873999988,533
PN96_RS06565,12.690287340000008,113
PN96_RS06570,35.81736133999997,313
PN96_RS06575,30.26522814,268
PN96_RS06580,27.963189539999988,256
PN96_RS06585,65.1086227399999,599
PN96_RS06590,15.62101734000002,141
PN96_RS06595,22.435923340000024,205
PN96_RS06600,37.216645539999995,325
PN96_RS06605,14.326377540000012,127
PN96_RS06610,10.95884564,93
PN96_RS06615,52.4145822399999,487
PN96_RS06620,48.68576853999998,434
PN96_RS06625,53.88084203999987,472
PN96_RS06630,48.13503653999988,461
PN96_RS06635,38.23763973999996,344
PN96_RS06640,32.72766164,304
PN96_RS06645,35.066419540000005,310
PN96_RS06650,35.13517513999996,328
PN96_RS06655,32.81517854,318
PN96_RS06660,33.45070774,329
PN96_RS06665,54.10987623999992,499
PN96_RS06670,32.50270434,291
PN96_RS06675,23.928099140000004,217
PN96_RS06680,34.20424344,325
PN96_RS06685,35.34457834,310
PN96_RS06690,36.03500984,316
PN96_RS06695,12.835285240000005,110
PN96_RS06700,43.730120339999935,412
PN96_RS06705,31.669081539999986,290
PN96_RS06710,10.613368740000002,96
PN96_RS23865,5.019620839999999,45
PN96_RS23870,6.364864639999999,58
PN96_RS06715,42.54651303999998,398
PN96_RS06720,8.940129140000002,84
PN96_RS06725,48.36215693999995,439
PN96_RS06730,65.06790623999991,589
PN96_RS06735,26.461114539999972,241
PN96_RS24375,25.41736524000002,237
PN96_RS06750,13.227197640000007,112
PN96_RS06755,25.208454840000016,220
PN96_RS06760,25.32287144,222
PN96_RS06765,37.55635303999996,345
PN96_RS06770,43.34276193999996,376
PN96_RS06775,40.28022633999993,357
PN96_RS06780,39.60507223999996,368
PN96_RS06785,16.69718674000001,145
PN96_RS06790,39.78518653999997,360
PN96_RS06795,37.39992443999995,350
PN96_RS06800,27.93516144000003,256
PN96_RS06805,24.071350540000008,214
PN96_RS06810,17.976898640000005,159
PN96_RS06815,29.771874439999987,263
PN96_RS06820,29.36922114,262
PN96_RS06825,9.832696940000005,86
PN96_RS06830,13.697236240000011,126
PN96_RS23875,5.44639314,51
PN96_RS06835,16.80793594000001,147
PN96_RS06840,14.782300340000013,126
PN96_RS06845,29.18197994,260
PN96_RS06850,9.171454640000002,85
PN96_RS06855,42.06697023999997,374
PN96_RS06860,20.118331240000018,171
PN96_RS06865,8.889517040000003,76
PN96_RS06870,32.82392774000001,289
PN96_RS06875,44.07310483999994,407
PN96_RS06880,22.335113440000008,193
PN96_RS06885,21.54042854000001,191
PN96_RS06890,27.727803440000017,255
